registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type
2014,1498,3,0,51000,1,1,118,5,17.0,19
2016,1498,3,0,43500,2,1,118,5,20.38,19
2018,1498,4,0,56320,1,1,118,5,17.6,16
2018,1198,4,1,33000,1,4,86,5,17.8,19
2019,1197,4,1,33000,1,4,118,5,18.2,21
2014,1498,3,1,80000,1,1,118,5,17.0,16
2014,1298,4,1,46500,1,4,85,5,17.5,19
2015,1498,4,1,80000,1,1,118,5,17.0,21
2014,1498,4,0,62000,2,1,118,5,17.0,21
2014,1197,3,1,42000,1,4,78,5,18.9,7
2015,1197,4,1,79800,1,4,81,5,21.63,19
2018,1498,3,0,80000,1,1,118,5,17.6,16
2015,1498,4,0,54900,2,4,103,5,17.0,19
2014,1197,4,1,33000,1,4,82,5,18.5,7
2015,1396,4,1,80000,2,4,105,5,17.43,19
2019,1368,4,0,33000,1,4,118,5,17.0,21
2016,1498,3,0,80000,1,1,118,5,17.01,21
2019,1197,4,0,33000,1,4,88,5,21.63,7
2014,1197,3,1,33000,1,4,78,5,21.63,7
2019,1197,3,1,33000,1,4,78,5,21.63,7
2019,1498,3,0,33000,1,4,118,5,17.0,19
2019,1197,4,0,33000,1,4,118,5,20.28,7
2014,1497,4,0,80000,1,4,118,5,17.0,19
2014,1498,4,0,71000,2,1,118,5,17.11,19
2015,1498,4,0,80000,3,1,118,5,17.0,19
2019,1498,4,0,42000,1,1,118,5,17.0,21
2014,1498,4,1,75000,2,1,112,5,17.0,16
2016,1197,3,1,38400,1,4,78,5,19.81,7
2018,1498,3,1,50957,1,4,118,5,17.0,19
2014,1197,4,1,33000,1,4,78,5,20.51,7
2014,1498,4,1,74000,2,1,112,5,17.0,16
2017,1197,4,1,46000,1,4,81,5,20.89,7
2019,1197,4,1,33000,1,4,81,5,17.52,21
2015,1199,3,1,33152,2,4,88,5,18.2,7
2019,1353,4,1,48207,1,4,118,5,17.0,21
2014,1498,4,0,57000,1,4,118,5,17.1,19
2015,1198,4,1,33000,2,4,78,5,17.0,7
2014,1498,3,0,69000,2,4,118,5,17.0,19
2014,1396,3,1,69786,1,1,88,5,21.63,7
2019,1197,3,1,33000,1,4,81,5,18.6,7
2014,1497,4,1,60970,2,4,117,5,17.4,19
2019,1451,0,0,33000,1,4,118,5,17.0,21
2015,1197,4,1,39081,1,4,78,5,20.92,7
2017,1197,4,1,78490,1,1,78,5,21.63,7
2016,1498,4,0,45007,1,4,103,5,17.0,19
2015,1498,4,0,47005,1,4,103,5,17.0,19
2014,1497,3,1,80000,2,4,118,5,17.0,19
2018,1248,4,0,63001,1,1,88,5,21.63,21
2015,1198,3,0,51657,1,4,86,5,17.0,19
2014,1248,4,1,80000,1,1,88,5,21.63,16
2017,1498,4,0,36200,1,4,118,5,17.0,19
2014,1498,4,1,72372,2,1,100,5,17.0,16
2015,1498,3,1,69457,2,1,118,5,17.0,21
2014,1497,4,1,55000,1,4,117,5,17.4,19
2019,1496,4,0,33000,1,4,105,5,17.8,19
2017,1197,4,0,39000,1,4,81,5,18.9,7
2018,1197,0,0,45000,1,4,81,5,18.9,7
2014,1498,3,0,74000,2,4,118,5,17.0,19
2018,1199,3,0,33000,1,4,84,5,20.3,19
2016,1197,4,0,49262,2,4,78,5,21.63,7
2019,1498,3,0,35000,1,1,118,5,17.0,19
2014,1498,3,1,52000,1,1,103,5,19.7,7
2016,1498,4,0,80000,2,1,118,5,17.0,21
2014,1497,4,0,56000,2,4,116,5,17.0,19
2018,1199,3,0,33000,1,4,88,5,19.0,7
2014,1498,3,1,80000,2,4,118,5,17.01,19
2014,1498,4,0,80000,4,4,118,5,17.0,19
2019,1497,4,1,33000,1,4,118,5,17.0,21
2015,1197,4,1,66000,2,4,81,5,21.5,7
2015,1498,4,1,38500,1,4,118,5,17.0,21
2015,1498,4,0,63500,1,4,118,5,17.0,19
2015,1496,3,0,59500,1,4,118,5,17.0,21
2014,1197,3,1,69000,1,4,80,5,18.5,7
2016,1198,4,1,40160,1,4,82,5,18.15,21
2015,1461,4,1,76262,1,1,83,5,20.45,21
2014,1198,3,1,78446,1,4,86,5,18.0,19
2017,1498,4,0,80000,1,1,118,5,17.0,19
2014,1498,3,0,80000,2,1,118,5,17.0,21
2018,1498,4,0,80000,1,1,118,5,17.0,21
2019,1498,4,0,45000,1,1,118,5,17.0,21
2014,1498,3,0,72000,1,4,118,5,17.0,19
2015,1498,4,1,80000,1,4,105,5,17.0,19
2017,1498,3,0,64000,1,4,118,5,17.0,21
2016,1498,4,0,37500,1,4,118,5,17.0,21
2019,1498,4,0,33000,1,4,118,5,17.0,19
2017,1498,4,0,33000,1,4,118,5,17.0,19
2017,1498,4,0,33000,1,1,118,5,18.25,19
2014,1497,4,0,69000,1,4,118,5,17.0,19
2019,1368,4,1,59000,1,4,98,5,19.1,19
2016,1498,4,0,70000,1,1,118,5,17.0,21
2015,1197,4,1,33000,1,4,88,5,17.57,19
2016,1498,3,1,80000,1,1,78,5,17.0,21
2019,1197,0,1,51271,2,4,78,5,21.63,7
2018,1197,3,1,33000,1,4,78,5,21.63,7
2016,1197,0,0,33000,1,4,78,5,21.63,7
2016,1197,4,1,74411,1,4,81,5,18.6,7
2015,1197,4,1,65797,1,4,78,5,20.51,7
2019,1498,4,0,33000,1,4,118,5,17.0,19
2014,1373,3,1,80000,1,4,91,5,20.73,19
2019,1197,3,0,33000,1,4,81,5,19.56,7
2019,1197,5,0,33000,1,4,78,5,21.63,7
2019,1498,3,0,33000,1,4,118,5,17.0,19
2014,1396,3,0,60000,3,4,100,5,17.0,7
2015,1498,4,0,33000,1,1,118,5,17.68,19
2014,1198,3,1,60000,2,4,78,5,17.0,7
2014,1368,3,1,70000,3,4,112,5,17.0,19
2018,1198,4,1,33000,2,4,78,5,19.02,7
2014,1497,4,1,71619,1,4,116,5,17.0,19
2018,1197,3,1,55666,1,4,81,5,18.9,7
2014,1461,3,1,80000,1,1,108,5,19.01,21
2018,1197,3,0,66154,2,4,81,5,21.21,7
2018,1497,3,1,80000,2,4,118,5,17.0,21
2019,1197,4,0,33000,2,4,81,5,19.56,7
2019,1197,3,1,72687,1,4,83,5,21.4,7
2017,1396,3,1,80000,1,1,88,5,21.38,21
2019,1248,3,1,70000,1,1,78,5,21.63,7
2015,1498,4,0,44000,1,1,118,5,17.0,21
2014,1498,3,1,40000,1,1,89,5,21.63,21
2017,1248,3,1,60000,1,1,88,5,21.63,21
2018,1498,3,0,40000,1,4,118,5,17.0,19
2019,1451,3,0,70000,1,4,118,5,17.0,21
2016,1198,3,1,40000,1,4,82,5,18.15,21
2016,1373,3,1,50000,1,4,91,5,20.73,19
2019,1197,4,1,33000,1,4,78,5,21.46,7
2016,1199,3,1,62000,1,4,88,5,18.7,7
2017,1197,4,1,72315,1,4,81,5,21.63,7
2019,1462,3,1,42000,1,4,103,5,21.56,19
2017,1197,3,1,70154,1,4,81,5,18.9,7
2016,1197,3,1,33000,2,4,81,5,21.63,7
2016,1197,3,1,53746,1,4,82,5,18.9,7
2019,1498,3,1,33000,1,1,118,5,17.0,21
2014,1248,3,1,70000,1,1,78,5,21.63,7
2016,1197,3,1,80000,3,4,82,5,19.1,19
2018,1498,3,0,33000,1,4,118,5,17.0,19
2019,1368,3,1,33000,1,4,98,5,19.1,19
2018,1498,3,1,80000,2,1,118,5,21.63,19
2014,1498,3,0,80000,5,4,118,5,17.0,21
2019,1498,3,1,50000,1,1,118,5,17.41,21
2018,1197,0,0,35437,1,4,78,5,21.63,7
2016,1197,4,1,80000,1,4,83,5,21.4,7
2014,1197,3,1,56641,1,4,82,5,18.9,7
2019,1451,3,1,80000,1,4,118,5,17.0,21
2017,1373,3,1,69104,1,4,91,5,20.73,19
2019,1197,3,1,33000,1,4,78,5,21.46,7
2014,1197,3,1,34408,2,4,81,5,21.63,7
2014,1197,3,1,59282,2,4,78,5,19.7,7
2014,1498,5,1,80000,2,1,89,5,21.63,21
2014,1197,3,1,80000,1,4,78,5,19.81,7
2017,1197,3,1,50000,1,4,78,5,21.63,7
2015,1498,3,1,80000,2,4,118,5,17.0,21
2014,1197,3,1,80000,2,4,78,5,20.92,7
2019,1197,3,1,50655,1,4,81,5,20.14,19
2019,1197,3,1,80000,1,0,78,5,21.63,7
2019,1199,3,1,33000,1,4,86,5,19.33,7
2018,1368,3,1,45427,1,4,118,5,17.0,21
2019,1462,0,1,35982,1,4,103,5,17.03,21
2016,1373,3,0,37999,1,4,91,5,19.12,19
2017,1197,4,0,33000,1,4,78,5,21.63,7
2019,1197,3,1,33000,1,4,88,5,21.63,19
2015,1198,3,1,33000,3,4,78,5,18.78,7
2019,1498,3,0,33000,1,4,118,5,17.0,19
2014,1197,3,1,80000,2,4,85,5,18.6,7
2019,1498,4,0,33000,1,1,118,5,17.0,21
2019,1197,3,1,33000,1,4,81,5,17.52,21
2016,1248,3,1,50000,1,1,78,5,21.63,7
2018,1498,3,1,40000,2,1,105,5,17.0,21
2014,1197,4,1,80000,2,4,78,5,20.36,7
2019,1197,0,0,33000,1,4,78,5,21.63,7
2019,1493,3,1,40000,1,1,113,5,20.8,21
2014,1198,3,1,56176,3,4,86,5,19.4,7
2019,1197,0,1,41387,2,4,78,5,20.0,16
2014,1197,3,1,63002,1,4,78,5,19.81,7
2019,1493,4,0,36000,1,1,113,5,18.0,21
2016,1199,4,1,51297,2,4,84,5,21.63,7
2015,1197,3,1,80000,1,0,78,5,21.63,7
2016,1373,3,1,80000,1,4,91,5,20.73,19
2014,1498,4,0,58000,1,1,118,5,17.0,21
2014,1197,3,1,70000,2,4,78,5,19.81,7
2019,1197,3,1,40000,1,0,78,5,21.63,7
2019,1197,3,1,40000,1,0,78,5,21.63,7
2017,1198,3,1,80000,1,4,86,5,17.8,19
2014,1396,3,1,80000,1,1,88,5,21.63,7
2018,1197,3,1,48368,3,4,81,5,21.21,19
2015,1498,3,0,40000,2,1,118,5,17.0,19
2018,1197,0,1,67680,1,4,78,5,21.63,7
2014,1197,4,1,65611,1,4,88,5,21.63,19
2014,1198,4,1,56545,2,4,86,5,19.4,7
2018,1197,3,1,50000,1,4,94,5,19.0,7
2016,1498,3,1,50000,1,1,118,5,19.67,21
2014,1498,3,1,80000,3,4,118,5,17.01,19
2019,1197,3,0,33000,2,4,118,5,18.15,21
2019,1248,3,1,80000,1,1,88,5,21.63,21
2014,1462,4,1,61829,1,4,101,5,20.51,16
2019,1498,3,0,50000,2,1,118,5,17.0,21
2017,1197,4,0,40045,2,4,78,5,20.51,7
2014,1197,4,1,71209,1,0,78,5,21.63,7
2014,1497,3,1,80000,2,4,118,5,17.0,19
2019,1462,3,1,33000,2,0,91,5,21.63,16
2014,1248,3,1,80000,1,1,78,5,21.63,19
2014,1197,3,1,50000,2,4,78,5,20.36,7
2016,1248,3,1,40000,1,1,88,5,21.63,19
2019,1462,3,1,33000,1,4,103,5,19.01,16
2019,1497,3,1,33000,1,4,113,5,18.6,19
2014,1197,3,1,80000,4,4,78,5,19.7,7
2018,1498,3,1,80000,1,4,118,5,17.0,21
2017,1197,0,1,56740,1,4,83,5,21.4,7
2014,1197,3,1,80000,1,4,78,5,20.36,7
2019,1493,0,1,70292,1,1,113,5,20.8,21
2019,1197,3,1,61415,1,4,78,5,21.63,7
2016,1498,3,1,80000,2,1,98,5,21.63,21
2016,1498,3,1,80000,1,1,98,5,21.63,19
2017,1197,3,1,80000,1,4,78,5,20.51,7
2019,1199,3,1,70000,1,4,84,5,21.63,7
2014,1461,3,1,70000,2,1,83,5,20.45,21
2018,1498,3,1,40000,1,4,118,5,17.0,21
2014,1197,3,1,80000,1,4,78,5,20.36,7
2018,1497,0,1,33000,1,4,118,5,17.0,21
2018,1197,4,1,66619,1,4,78,5,20.51,7
2017,1497,0,0,80000,1,4,117,5,18.0,19
2018,1498,3,1,50000,2,1,105,5,17.0,21
2019,1462,3,0,33000,2,4,103,5,17.99,16
2016,1498,3,0,60000,1,4,110,5,17.0,21
2019,1197,3,1,33000,1,4,78,5,21.63,7
2014,1197,3,1,70000,3,4,78,5,18.9,7
2019,1396,3,1,80000,1,1,88,5,21.63,7
2019,1197,3,1,33000,1,4,78,5,21.63,7
2018,1498,3,0,50000,2,1,118,5,17.0,19
2019,1197,0,1,80000,1,4,83,5,21.4,7
2017,1248,3,1,80000,1,1,88,5,21.63,21
2019,1498,4,1,33000,1,4,118,5,17.0,16
2015,1498,3,0,40000,1,4,118,5,17.0,19
2014,1498,3,1,80000,1,1,78,5,17.0,21
2014,1498,3,1,80000,1,1,118,5,17.0,21
2019,1451,3,0,33000,2,4,118,5,17.0,21
2017,1197,3,1,80000,1,1,78,5,21.63,19
2018,1197,3,1,80000,2,0,78,5,21.63,7
2019,1197,3,1,33000,1,4,88,5,21.63,7
2017,1197,0,0,41859,1,4,78,5,21.63,7
2019,1197,0,1,34239,1,0,78,5,21.63,7
2017,1198,3,1,80000,1,4,78,5,17.0,19
2014,1197,4,1,80000,1,4,88,5,21.63,19
2017,1197,0,1,43186,1,4,81,5,18.9,7
2014,1197,3,1,70000,2,4,85,5,19.1,19
2014,1197,3,1,60000,1,4,78,5,19.81,7
2019,1197,3,1,33000,1,4,88,5,21.63,7
2014,1399,3,1,80000,1,1,78,5,20.0,7
2015,1396,3,1,80000,1,1,88,5,21.38,21
2017,1497,3,0,50000,3,4,118,5,17.0,21
2019,1353,3,0,50000,1,4,118,5,17.0,21
2019,1197,0,1,33000,1,4,78,5,21.63,7
2017,1197,4,1,33000,2,4,88,5,21.63,7
2018,1461,3,1,73676,1,1,83,5,19.87,21
2014,1197,4,1,53394,1,4,78,5,20.51,7
2014,1197,4,1,74341,1,4,78,5,20.36,7
2014,1496,3,1,69819,2,4,88,5,17.6,19
2014,1197,4,1,80000,2,4,78,5,18.9,7
2014,1197,3,1,50000,1,4,80,5,17.0,7
2014,1197,3,1,80000,2,4,85,5,18.6,7
2016,1197,3,1,60000,2,0,78,5,21.63,7
2014,1197,3,1,70000,1,4,78,5,17.0,14
2014,1498,3,1,70000,1,1,118,5,17.0,21
2014,1197,4,1,80000,1,4,88,5,21.63,7
2018,1197,3,0,33000,1,4,83,5,21.4,7
2015,1497,4,1,67723,1,4,117,5,17.4,19
2015,1197,3,0,80000,2,4,78,5,21.63,7
2014,1197,4,1,78724,1,0,78,5,21.63,7
2015,1198,3,1,50489,1,4,86,5,19.4,7
2019,1197,3,1,33000,1,4,78,5,20.0,16
2014,1498,3,0,70000,2,4,118,5,17.0,19
2019,1197,3,1,33000,1,4,81,5,20.7,7
2019,1498,4,0,40000,2,4,118,5,17.0,21
2014,1498,3,1,80000,2,4,118,5,17.0,19
2019,1197,3,1,33000,1,4,78,5,21.63,7
2015,1197,3,1,61226,1,4,81,5,17.19,7
2014,1197,4,1,79258,1,4,78,5,20.51,7
2017,1497,4,0,80000,1,4,117,5,18.0,19
2016,1197,4,1,35747,1,4,82,5,18.9,7
2014,1197,4,1,80000,1,4,88,5,21.63,19
2014,1197,3,1,54346,2,4,78,5,20.36,7
2015,1197,4,1,34425,1,4,82,5,18.9,7
2014,1197,3,1,80000,2,0,78,5,17.0,7
2019,1199,3,1,33000,3,4,118,5,17.57,21
2014,1197,3,1,50000,1,4,78,5,19.7,7
2014,1197,3,1,51210,1,4,78,5,20.36,7
2019,1197,3,1,59549,1,4,81,5,21.01,7
2019,1493,0,0,33000,1,1,113,5,21.3,19
2019,1462,0,1,33000,1,4,103,5,21.56,19
2017,1197,3,0,52718,1,4,81,5,20.89,7
2017,1197,3,1,58005,1,4,81,5,20.14,19
2016,1197,3,1,50697,2,4,81,5,18.6,7
2014,1197,3,1,60324,1,4,78,5,20.36,7
2014,1298,3,1,73564,2,4,88,5,17.0,7
2018,1197,3,0,40000,1,4,81,5,17.4,7
2014,1498,3,1,40000,2,1,118,5,17.0,21
2014,1198,3,1,80000,1,4,78,5,18.06,7
2014,1497,3,1,80000,1,4,118,5,17.0,19
2014,1197,3,1,80000,5,4,78,5,19.7,7
2019,1197,3,1,50000,1,1,78,5,21.63,7
2016,1197,3,1,79455,1,4,82,5,18.9,7
2014,1197,3,1,62663,2,4,78,5,19.81,7
2019,1462,4,1,33000,2,4,103,5,18.55,21
2019,1462,4,0,33000,2,4,103,5,18.76,21
2014,1197,4,1,46891,1,4,85,5,18.6,7
2017,1197,4,1,58730,2,4,83,5,21.4,7
2019,1498,4,0,80000,1,1,118,5,17.0,21
2016,1197,3,1,71265,2,4,81,5,17.19,7
2019,1197,3,0,33000,1,4,81,5,19.56,7
2019,1198,3,1,33000,1,4,78,5,19.02,16
2017,1396,3,1,80000,1,1,88,5,21.63,21
2014,1197,3,1,50000,1,4,78,5,21.63,7
2019,1197,3,1,50000,1,4,78,5,20.0,16
2015,1498,3,0,80000,1,1,118,5,17.11,19
2017,1197,3,1,80000,1,4,81,5,18.9,7
2018,1198,3,1,58866,1,4,78,5,19.69,7
2019,1197,0,1,33000,1,4,78,5,21.63,7
2014,1197,4,1,33000,1,4,78,5,19.81,7
2014,1197,4,1,80000,1,4,85,5,18.5,7
2015,1197,3,1,59900,2,4,82,5,18.9,7
2019,1197,3,1,46370,2,4,78,5,20.3,7
2019,1493,3,1,33000,2,1,98,5,21.63,21
2015,1197,3,1,80000,1,4,78,5,19.81,7
2016,1373,3,1,80000,1,4,91,5,20.73,19
2014,1197,3,1,70000,1,4,78,5,20.51,7
2016,1373,3,1,80000,1,4,91,5,20.73,19
2018,1197,4,1,80000,1,4,81,5,20.89,7
2017,1197,3,1,60915,1,4,81,5,17.19,7
2019,1199,0,0,33000,1,4,118,5,17.0,21
2019,1197,0,1,33000,1,4,78,5,20.0,16
2017,1197,0,1,80000,1,0,78,5,21.63,7
2014,1197,4,1,80000,1,4,78,5,20.36,7
2014,1197,3,1,80000,1,4,88,5,21.63,7
2015,1197,3,1,80000,1,4,78,5,21.63,7
2016,1197,3,1,80000,3,4,88,5,17.57,19
2014,1197,3,1,50000,1,4,78,5,18.9,7
2017,1498,3,1,60000,1,1,118,5,17.0,16
2015,1498,3,0,43600,2,1,118,5,17.11,19
2016,1498,3,1,80000,1,1,98,5,21.63,19
2018,1498,3,1,80000,1,1,97,5,21.63,19
2014,1496,3,1,80000,1,4,88,5,17.6,19
2017,1197,3,1,71707,1,0,78,5,21.63,7
2019,1497,3,1,33000,1,1,88,5,21.63,7
2019,1197,4,0,33000,2,4,118,5,18.15,21
2016,1199,3,1,33000,2,4,88,5,18.7,7
2019,1498,3,1,42916,1,4,104,5,17.0,21
2019,1197,4,0,75838,1,4,81,5,20.7,7
2014,1197,4,1,62690,1,4,80,5,17.0,7
2014,1197,3,1,51987,1,4,78,5,20.36,7
2014,1497,4,0,42386,1,4,116,5,17.0,19
2019,1197,3,1,40000,1,4,78,5,21.63,7
2014,1498,3,1,40000,1,4,103,5,17.0,19
2018,1197,3,1,40000,3,4,83,5,21.4,7
2019,1498,3,1,33000,1,4,118,5,18.6,19
2016,1197,3,1,60000,1,4,83,5,20.85,19
2014,1197,3,1,70000,2,4,78,5,18.9,7
2019,1498,3,1,39859,1,1,108,5,21.63,19
2019,1498,4,0,33000,1,1,118,5,17.0,16
2015,1248,3,1,70432,1,1,88,5,21.63,19
2014,1198,4,1,59321,1,4,86,5,19.4,7
2019,1199,4,1,68296,1,4,88,5,17.5,7
2014,1197,4,1,33000,1,4,78,5,18.9,7
2018,1197,3,0,80000,2,4,81,5,21.21,19
2017,1197,3,1,33000,2,4,78,5,21.63,7
2016,1199,3,1,33000,1,4,84,5,21.63,7
2017,1498,3,1,60000,1,1,118,5,17.0,16
2019,1197,3,1,33000,1,4,81,5,17.52,21
2018,1197,3,1,40000,1,4,81,5,18.6,7
2017,1498,3,0,42000,1,4,103,5,17.0,19
2019,1462,3,1,33000,1,4,103,5,20.65,19
2019,1498,3,1,60000,1,1,118,5,17.0,21
2019,1197,3,1,60000,1,4,81,5,18.6,7
2014,1497,3,1,80000,2,4,116,5,17.0,19
2019,1199,0,1,33000,1,0,78,5,21.63,7
2018,1197,4,1,33000,1,0,78,5,21.63,7
2019,1498,3,1,33000,1,4,103,5,17.0,19
2019,1197,3,1,80000,1,0,78,5,21.63,7
2014,1197,3,1,33000,1,4,80,5,17.0,7
2016,1197,4,1,37722,1,4,81,5,18.6,7
2014,1197,3,1,33000,2,4,78,5,18.9,7
2018,1197,3,1,80000,1,4,81,5,17.19,7
2014,1197,3,1,80000,1,4,85,5,18.6,7
2014,1498,3,1,80000,1,1,118,5,17.0,21
2016,1498,3,0,60000,2,4,118,5,17.0,19
2019,1199,3,1,33000,1,0,78,5,21.63,19
2017,1248,3,1,80000,2,1,78,5,21.63,19
2019,1199,3,1,33000,1,4,88,5,17.0,21
2019,1353,3,1,56426,1,4,118,5,17.0,21
2019,1498,4,1,80000,3,1,93,5,21.63,19
2019,1498,4,1,44731,1,1,118,5,17.1,21
2014,1497,3,1,80000,1,4,116,5,17.0,19
2016,1197,3,1,66012,1,4,83,5,21.4,7
2014,1197,3,1,34413,1,4,82,5,18.5,7
2016,1197,3,1,57963,1,4,83,5,21.4,7
2018,1197,3,1,48018,1,4,85,5,19.0,19
2019,1197,3,1,33000,1,4,113,5,20.08,21
2019,1197,3,1,40000,3,4,81,5,21.01,7
2015,1498,3,0,50000,2,4,118,5,17.0,19
2014,1498,3,0,70000,3,1,118,5,17.0,21
2019,1498,3,1,33000,1,1,118,5,17.1,21
2015,1197,3,1,62503,1,4,81,5,20.4,7
2014,1197,3,1,54916,2,4,82,5,18.9,7
2019,1197,3,1,36582,2,4,81,5,18.6,7
2019,1498,3,1,52571,1,1,108,5,21.63,19
2019,1197,3,0,33000,1,4,108,5,17.0,21
2014,1197,3,1,33000,1,4,78,5,20.92,7
2019,1197,3,1,50000,2,0,78,5,21.63,7
2019,1197,3,1,33000,1,4,113,5,19.47,19
2014,1461,3,1,80000,1,1,84,5,21.63,19
2014,1498,3,0,80000,2,4,118,5,17.0,19
2016,1197,3,0,50000,2,4,78,5,21.63,7
2019,1497,3,1,50000,1,1,115,5,20.1,21
2019,1197,3,0,47124,1,4,78,5,19.03,21
2017,1197,3,1,33000,1,4,81,5,18.6,7
2014,1197,3,1,33000,1,4,85,5,18.6,7
2014,1496,3,1,80000,1,4,88,5,17.6,19
2019,1197,4,0,33000,1,4,78,5,21.63,7
2018,1198,3,1,50000,2,4,108,5,17.0,21
2014,1197,3,1,80000,2,1,78,5,21.63,7
2017,1197,3,1,40000,2,4,83,5,20.4,7
2017,1197,3,1,50000,2,4,78,5,19.81,7
2018,1197,3,1,80000,1,4,88,5,17.57,19
2018,1197,3,1,80000,1,4,88,5,17.57,19
2014,1197,3,1,80000,1,4,78,5,20.51,7
2014,1298,3,1,80000,1,4,85,5,17.5,19
2019,1197,3,1,58672,1,4,88,5,21.63,7
2015,1197,4,1,63442,1,4,78,5,20.51,7
2014,1197,4,1,75688,1,4,82,5,18.9,7
2017,1498,3,1,38708,1,4,118,5,17.0,21
2014,1298,4,1,71224,1,4,85,5,17.5,19
2019,1451,3,0,33000,1,4,118,5,17.0,21
2019,1197,3,1,33000,1,4,81,5,20.7,7
2019,1197,3,1,50000,2,4,81,5,18.9,7
2014,1198,3,1,60000,1,4,86,5,18.0,19
2014,1498,3,0,60000,3,4,118,5,17.0,19
2018,1493,4,0,47300,1,1,100,5,18.49,21
2014,1496,3,1,48391,1,4,88,5,17.6,19
2015,1197,4,1,80000,1,4,81,5,18.6,7
2014,1197,3,1,40475,1,4,78,5,20.36,7
2014,1197,3,1,72189,2,4,81,5,19.1,19
2014,1198,4,1,51500,1,4,86,5,19.4,7
2014,1497,4,1,67765,1,4,118,5,17.0,19
2019,1497,3,0,33000,1,4,118,5,17.0,21
2014,1197,3,1,70000,3,4,78,5,20.36,7
2019,1498,3,0,33000,1,1,118,5,17.0,21
2019,1498,3,1,40000,1,1,118,5,17.0,21
2019,1498,3,0,50000,1,1,118,5,17.0,21
2014,1197,3,1,80000,1,4,78,5,20.36,7
2019,1498,3,0,42553,1,1,118,5,17.0,21
2014,1197,4,1,80000,1,4,78,5,17.92,7
2014,1197,3,1,76448,1,4,85,5,18.6,7
2014,1498,3,1,42908,1,4,103,5,17.0,19
2019,1497,3,1,33000,1,4,118,5,17.0,21
2014,1197,3,1,80000,1,4,85,5,19.1,19
2018,1197,3,1,70000,1,4,81,5,20.89,7
2019,1197,3,1,40000,1,4,78,5,21.46,7
2019,1197,3,1,33000,1,4,78,5,21.63,7
2019,1197,3,1,42975,2,4,108,5,18.97,19
2014,1197,4,1,80000,2,4,82,5,18.9,7
2016,1197,3,1,34722,1,4,83,5,21.4,7
2016,1373,3,1,80000,1,4,91,5,20.73,19
2016,1497,3,1,33000,1,4,117,5,17.8,19
2016,1373,3,1,54662,1,4,91,5,20.73,19
2014,1197,3,1,80000,2,4,85,5,19.1,19
2014,1497,3,1,80000,1,4,78,5,17.7,19
2014,1197,3,1,80000,1,4,85,5,18.5,7
2015,1498,3,1,40000,2,1,78,5,17.0,21
2017,1197,3,1,33000,1,4,81,5,18.9,7
2019,1197,3,1,33000,1,4,88,5,21.63,19
2019,1197,3,1,33000,1,4,81,5,21.01,7
2019,1197,3,1,45514,1,4,78,5,21.63,7
2019,1498,3,0,33000,1,4,118,5,18.3,19
2019,1493,3,1,40143,1,1,98,5,21.63,21
2018,1197,3,1,33000,1,0,78,5,21.63,7
2014,1405,3,1,70000,1,1,78,5,17.0,19
2014,1498,3,1,80000,2,4,103,5,17.0,19
2014,1197,3,1,80000,3,4,78,5,19.7,7
2014,1498,3,0,70000,4,1,118,5,21.63,19
2016,1198,3,1,59446,1,4,86,5,19.4,7
2014,1197,3,1,80000,2,4,85,5,18.5,7
2014,1197,3,1,80000,1,4,80,5,17.0,7
2017,1197,4,1,79544,1,4,83,5,21.4,7
2016,1197,3,1,72945,2,4,83,5,21.4,7
2014,1197,3,1,80000,1,4,78,5,17.0,19
2014,1197,3,1,70000,1,4,85,5,18.5,7
2017,1248,3,1,80000,1,1,88,5,21.63,21
2014,1197,3,1,70000,3,4,78,5,17.92,7
2016,1497,3,1,80000,1,4,117,5,17.8,19
2018,1498,3,0,76182,2,1,108,5,21.5,19
2018,1197,4,1,80000,1,4,81,5,21.21,7
2017,1498,4,0,65000,1,1,118,5,17.0,21
2015,1197,3,1,70694,2,4,78,5,19.81,7
2017,1197,3,1,45617,1,4,81,5,18.9,7
2015,1197,3,1,45924,2,4,81,5,18.6,7
2014,1197,3,1,66810,1,4,82,5,18.9,7
2017,1197,3,1,40655,1,4,81,5,18.9,7
2019,1199,3,0,40000,1,4,86,5,18.8,21
2018,1197,3,1,50000,1,4,81,5,20.14,19
2014,1395,4,1,76000,2,4,118,5,17.0,19
2017,1498,3,1,40000,1,1,118,5,17.0,21
2014,1197,4,0,33000,1,4,78,5,17.0,7
2018,1197,3,0,60687,1,4,81,5,21.21,7
2018,1248,3,1,73763,2,1,88,5,21.63,19
2016,1497,3,1,80000,1,4,117,5,17.8,19
2018,1248,3,1,65000,1,1,88,5,21.63,21
2015,1197,3,0,35811,2,4,78,5,21.63,7
2014,1497,4,1,48629,1,4,116,5,17.0,19
2019,1199,3,1,33000,1,4,88,5,19.5,19
2015,1197,3,1,60000,1,4,81,5,21.21,7
2016,1197,3,0,80000,2,4,78,5,20.51,7
2019,1498,3,1,33000,1,4,118,5,17.7,19
2019,1199,3,1,40000,1,4,86,5,19.33,7
2017,1248,3,1,70000,1,1,78,5,21.63,19
2017,1197,3,1,33000,1,4,81,5,20.4,7
2017,1197,3,1,76584,1,4,81,5,18.9,7
2016,1373,3,1,80000,2,4,91,5,20.73,19
2017,1197,3,1,42501,1,4,83,5,21.4,7
2014,1197,3,1,51688,1,4,85,5,18.6,7
