registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type
2019,1197,3,0,80000,1,4,78,5,21.63,7
2016,1197,4,1,33070,1,4,78,5,21.63,7
2017,1197,0,1,33000,1,4,78,5,20.51,7
2018,1199,4,0,33000,2,4,88,5,19.0,19
2016,1197,3,1,33000,2,4,78,5,21.63,7
2014,1197,4,1,46225,1,4,78,5,20.51,7
2014,1197,3,1,80000,2,0,78,5,21.63,7
2017,1197,5,1,51757,1,0,78,5,21.63,7
2015,1396,4,1,40212,3,1,88,5,21.19,7
2019,1498,5,0,33000,1,1,118,5,17.0,21
2018,1197,0,0,38021,1,4,81,5,20.89,7
2019,1353,4,1,33000,1,4,118,5,17.0,21
2014,1197,5,1,78916,1,4,78,5,17.92,7
2014,1197,5,1,77105,3,4,78,5,19.81,7
2019,1197,4,1,33000,1,4,81,5,21.01,7
2014,1197,4,1,52743,1,4,78,5,19.7,7
2017,1197,4,1,80000,1,4,88,5,21.63,7
2014,1497,4,0,43856,1,4,116,5,17.0,19
2014,1197,4,1,59377,1,4,78,5,21.63,7
2016,1199,4,0,56621,1,4,88,5,19.0,7
2014,1197,3,1,77550,2,4,88,5,21.63,7
2019,1497,4,0,41348,1,4,118,5,17.0,21
2014,1197,4,1,33000,2,4,78,5,21.63,7
2014,1197,4,1,33000,2,4,78,5,19.81,7
2014,1198,4,1,80000,1,4,78,5,19.69,7
2019,1199,5,1,33000,1,4,84,5,21.63,7
2016,1198,5,1,80000,1,1,78,5,21.63,21
2014,1497,4,0,80000,1,4,118,5,17.0,19
2015,1197,4,0,67562,1,4,82,5,18.9,7
2019,1197,3,0,40742,1,4,81,5,21.21,19
2014,1197,4,1,80000,1,4,85,5,21.1,7
2015,1248,4,1,74637,1,1,88,5,21.63,19
2014,1197,4,1,80000,1,0,78,5,21.63,7
2014,1197,4,1,60216,1,4,88,5,21.63,7
2014,1197,4,1,40940,2,4,82,5,18.9,7
2014,1248,3,1,80000,1,1,78,5,21.63,7
2019,1498,4,0,79240,1,1,108,5,21.63,19
2019,1497,0,0,33000,1,4,118,5,17.0,21
2019,1498,3,0,40972,1,4,118,5,17.0,19
2016,1198,4,1,33000,1,4,86,5,18.0,19
2019,1497,4,0,39300,1,1,115,5,19.7,21
2019,1198,3,1,66337,1,4,108,5,17.0,21
2014,1198,4,0,54147,2,4,86,5,17.0,7
2014,1198,3,1,57686,2,4,86,5,19.4,7
2014,1498,4,0,55478,2,1,118,5,17.05,21
2014,1498,5,0,67818,1,4,118,5,17.0,19
2014,1497,4,1,73562,1,4,117,5,17.4,19
2014,1197,5,1,69644,1,4,78,5,19.81,7
2016,1199,5,1,38464,2,4,78,5,18.6,7
2014,1498,4,0,35235,2,4,118,5,17.0,19
2019,1199,0,1,33000,1,4,88,5,18.6,19
2014,1498,5,1,33000,2,4,102,5,17.0,19
2019,1197,4,1,33000,1,4,78,5,21.63,7
2017,1199,3,0,59541,1,4,88,5,19.0,7
2014,1364,4,1,50952,1,1,87,5,21.43,19
2014,1197,4,1,65471,2,4,88,5,21.63,19
2017,1199,4,0,80000,1,4,83,5,21.63,7
2014,1198,3,1,53300,2,4,86,5,19.4,7
2014,1197,3,1,80000,2,4,78,5,19.0,7
2014,1197,4,1,80000,1,0,78,5,21.63,7
2017,1199,4,1,80000,2,4,84,5,20.3,19
2019,1199,4,1,45483,1,4,88,5,18.6,19
2016,1497,0,0,80000,1,4,117,5,17.0,21
2014,1197,3,1,42527,2,4,78,5,19.81,7
2017,1498,4,0,80000,1,1,118,5,17.01,21
2015,1197,4,1,54610,2,4,85,5,18.5,7
2018,1498,0,1,63456,1,1,88,5,20.14,7
2014,1197,5,1,46361,1,4,82,5,18.9,7
2014,1198,4,1,61519,1,4,86,5,19.4,7
2014,1197,4,1,74530,1,0,78,5,21.63,7
2017,1199,3,0,74151,2,4,88,5,19.0,7
2017,1248,3,1,80000,1,1,88,5,21.63,19
2017,1498,3,0,38959,1,4,118,5,17.0,19
2019,1197,0,1,33000,1,0,78,5,21.63,7
2019,1497,3,1,33000,1,1,88,5,21.63,7
2015,1197,4,1,33000,1,4,88,5,21.63,19
2019,1462,4,0,33000,1,4,103,5,20.04,19
2016,1197,4,0,55901,2,4,78,5,20.51,7
2014,1248,4,1,80000,3,1,78,5,21.63,7
2014,1496,3,1,38192,1,4,88,5,17.0,19
2014,1461,3,1,80000,2,1,108,5,19.01,21
2014,1197,4,1,72256,1,4,82,5,18.5,7
2017,1197,3,1,80000,2,4,81,5,18.9,7
2017,1197,3,1,37743,1,4,78,5,21.63,7
2019,1498,4,1,68754,1,1,98,5,21.63,21
2018,1248,4,0,75774,1,1,88,5,21.63,21
2015,1248,4,1,74704,1,1,78,5,21.63,7
2014,1364,3,1,80000,1,1,118,5,21.43,19
2015,1197,4,1,59873,1,4,86,5,18.16,7
2019,1197,0,1,58031,1,4,78,5,18.78,7
2019,1197,4,1,45199,2,0,78,5,21.63,7
2017,1498,3,0,80000,1,1,118,5,19.5,19
2018,1498,4,0,76259,1,1,118,5,17.0,21
2018,1248,4,0,80000,2,1,88,5,21.63,21
2016,1197,3,1,80000,2,4,81,5,18.6,7
2019,1197,0,0,33000,2,4,81,5,21.21,19
2018,1199,4,1,61094,1,4,84,5,21.63,7
2019,1197,0,1,33000,1,4,78,5,21.63,7
2018,1199,4,1,64666,1,4,84,5,21.63,7
2019,1498,4,0,64784,1,1,118,5,17.0,21
2017,1197,4,1,58135,2,4,81,5,18.6,7
2018,1197,4,0,33000,1,4,81,5,20.89,7
2014,1498,3,1,76000,2,1,103,5,20.5,19
2019,1197,4,1,42751,1,4,81,5,20.89,7
2019,1197,3,0,33000,1,4,108,5,17.0,19
2014,1498,4,0,80000,2,4,118,5,17.0,19
2017,1498,4,0,80000,2,1,118,5,19.5,19
2016,1197,3,1,59013,1,4,85,5,18.6,7
2014,1197,4,1,59350,1,4,81,5,18.9,7
2014,1197,4,1,68740,1,4,81,5,18.9,7
2019,1197,4,1,69158,1,4,82,5,18.5,7
2018,1197,4,1,33000,1,4,82,5,18.5,7
2019,1197,4,0,33000,1,4,81,5,20.7,7
2014,1197,3,1,75000,3,1,78,5,21.63,7
2014,1498,3,0,75000,2,4,118,5,17.0,19
2019,1498,3,0,33000,1,4,118,5,17.0,21
2014,1497,4,1,48475,2,4,118,5,17.0,19
2014,1197,4,1,80000,1,4,78,5,20.36,7
2014,1197,3,0,33000,1,4,78,5,17.0,7
2018,1497,3,1,38841,1,1,108,5,21.5,21
2018,1497,3,0,80000,1,1,113,5,21.63,21
2014,1498,3,0,80000,1,1,118,5,17.0,19
2014,1197,3,1,80000,2,4,85,5,18.5,7
2014,1197,3,1,80000,1,4,78,5,18.9,7
2015,1199,3,1,40509,2,4,88,5,18.7,7
2014,1197,4,1,53700,1,4,82,5,18.5,7
2014,1498,3,0,70279,1,4,118,5,17.0,19
2014,1497,3,0,80000,2,4,118,5,17.0,19
2016,1497,3,1,80000,1,4,116,5,17.0,19
2018,1248,4,1,48000,1,1,88,5,21.63,16
2014,1197,3,1,53000,1,4,78,5,18.9,7
2019,1197,4,1,33000,1,0,78,5,17.0,15
2018,1197,4,1,33000,1,4,81,5,20.89,7
2014,1197,4,1,52000,2,4,85,5,18.6,7
2018,1497,4,1,35606,1,4,117,5,17.4,19
2014,1461,3,1,80000,1,1,78,5,21.63,7
2019,1498,3,0,33000,1,1,118,5,20.37,19
2014,1498,3,0,80000,1,1,118,5,17.0,19
2018,1498,0,0,43376,2,1,118,5,17.0,19
2017,1498,4,0,63261,1,1,118,5,18.53,19
2014,1498,3,0,80000,1,1,118,5,17.0,19
2018,1395,3,0,43225,1,4,118,5,19.8,19
2019,1498,3,0,33000,1,1,118,5,17.66,1
2018,1498,3,0,80000,1,1,118,5,17.0,21
2014,1498,3,0,78616,2,4,118,5,17.0,21
2018,1498,3,0,33000,1,1,118,5,20.37,19
2014,1497,3,0,80000,2,4,118,5,17.0,19
2014,1197,4,1,66000,1,4,78,5,18.9,7
2014,1197,4,1,77000,1,4,78,5,20.36,7
2015,1197,4,0,49533,1,4,81,5,18.9,7
2019,1197,4,1,34011,1,4,78,5,18.9,7
2014,1341,3,1,80000,2,4,82,5,17.0,7
2014,1498,3,0,44600,2,1,118,5,17.0,19
2014,1498,3,0,80000,1,1,118,5,17.05,21
2017,1498,4,0,80000,1,1,118,5,20.68,21
2014,1498,4,0,73386,1,1,118,5,18.12,19
2019,1498,0,0,33000,1,1,118,5,19.62,19
2014,1396,3,1,80000,1,1,78,5,17.2,7
2014,1497,4,1,80000,1,4,118,5,17.0,19
2014,1497,3,1,80000,1,4,118,5,17.0,19
2015,1498,3,0,66206,1,1,118,5,19.59,19
2015,1498,3,0,80000,1,1,118,5,19.59,19
2014,1498,3,1,80000,1,4,118,5,17.0,19
2017,1197,4,0,46023,1,4,82,5,18.9,7
2014,1396,4,1,80000,1,1,88,5,21.63,7
2015,1197,3,1,34000,1,4,78,5,17.0,15
2014,1197,3,1,65123,2,4,80,5,18.5,7
2014,1298,3,1,75000,3,4,88,5,17.0,7
2016,1498,3,1,66123,1,4,118,5,17.0,21
2019,1197,4,1,33000,1,4,78,5,20.3,7
2014,1197,3,1,80000,2,4,78,5,17.0,7
2014,1197,3,1,71000,1,4,81,5,18.6,7
2014,1197,4,1,77000,1,4,78,5,19.7,7
2015,1197,4,0,45136,1,4,78,5,21.63,7
2018,1248,3,0,80000,1,1,78,5,21.63,19
2014,1197,3,1,55000,1,4,78,5,18.0,7
2014,1197,4,1,80000,2,4,81,5,19.1,19
2014,1498,3,0,57000,1,4,105,5,17.0,19
2014,1298,3,1,65130,2,4,88,5,17.0,7
2015,1197,3,1,40757,1,4,81,5,18.6,7
2019,1197,4,1,33000,1,4,81,5,17.52,21
2017,1197,3,1,33000,1,4,85,5,18.6,7
2019,1197,3,1,33000,1,4,81,5,17.52,21
2015,1197,3,1,52494,1,4,81,5,18.6,7
2014,1197,4,1,34430,1,4,78,5,20.36,7
2019,1197,3,0,33000,1,4,78,5,20.3,7
2016,1497,3,0,33000,1,4,117,5,18.0,19
2019,1497,4,0,33000,1,1,108,5,21.63,21
2014,1197,3,1,33000,1,4,78,5,17.0,7
2016,1493,4,1,38900,2,1,100,5,18.49,21
2014,1248,3,1,80000,1,1,78,5,21.63,7
2016,1496,3,0,43000,1,4,118,5,17.0,21
2019,1353,3,1,45000,1,4,118,5,17.0,21
2015,1364,4,1,80000,1,1,78,5,21.63,7
2014,1498,4,1,50000,1,1,98,5,21.63,19
2015,1498,3,1,45000,1,1,98,5,21.63,19
2015,1497,3,1,72000,1,4,117,5,17.8,19
2015,1498,4,0,65000,1,1,118,5,17.0,19
2019,1498,4,1,33000,1,4,118,5,18.6,19
2016,1498,3,0,61000,2,1,118,5,17.9,21
2018,1199,3,1,33000,1,4,88,5,17.5,21
2014,1197,4,1,35000,1,4,82,5,18.5,7
2019,1197,0,0,33000,1,4,113,5,18.41,21
2019,1497,0,0,33000,1,4,117,5,17.4,19
2014,1197,4,1,53000,1,4,85,5,18.6,7
2017,1498,4,0,80000,2,1,118,5,17.0,21
2014,1498,4,0,45800,2,1,118,5,17.0,19
2014,1498,4,0,49800,2,1,118,5,17.0,19
2017,1497,3,1,47000,1,4,117,5,17.4,19
2018,1197,4,1,33000,1,4,81,5,18.6,7
2014,1197,3,1,80000,1,4,78,5,20.36,7
2014,1198,4,1,33000,1,4,78,5,17.5,7
2019,1199,4,1,36000,1,4,88,5,18.6,19
2014,1197,4,0,33000,1,4,78,5,17.0,7
2014,1498,3,1,68000,2,4,103,5,17.0,19
2014,1198,3,1,64000,1,4,78,5,17.0,7
2017,1198,3,0,48000,1,4,78,5,19.15,7
2016,1197,3,0,56000,1,4,78,5,21.63,7
2017,1498,4,1,80000,1,4,118,5,17.0,21
2014,1197,4,1,47000,1,4,78,5,20.51,7
2019,1197,3,1,33000,1,0,78,5,21.63,7
2016,1197,3,1,47000,1,4,78,5,21.63,7
2016,1197,3,0,65000,1,4,103,5,17.0,19
2014,1197,4,0,36400,1,4,78,5,21.63,7
2016,1197,4,0,33000,2,4,78,5,21.63,7
2016,1497,3,1,80000,1,4,117,5,17.8,19
2019,1197,3,1,33000,1,4,78,5,18.78,7
2019,1197,3,1,33000,2,4,78,5,18.78,7
2019,1197,3,1,36000,1,0,78,5,21.63,7
2017,1199,3,1,39000,1,4,88,5,17.5,21
2014,1498,3,1,80000,1,0,103,5,21.4,19
2015,1197,3,1,50000,1,4,88,5,17.57,19
2014,1197,3,1,39000,1,4,78,5,21.63,7
2019,1197,3,1,47000,1,4,108,5,18.97,19
2016,1197,4,1,33000,1,4,81,5,20.4,7
2015,1197,3,1,65000,1,0,78,5,21.63,7
2016,1373,3,1,67000,1,4,91,5,20.73,19
2017,1462,3,1,33000,1,4,103,5,19.01,16
2017,1197,4,1,47002,1,4,83,5,21.4,7
2014,1197,3,1,65000,2,4,78,5,19.81,7
2019,1498,4,0,33000,3,4,118,5,17.0,21
2015,1198,4,1,33000,1,4,86,5,18.0,19
2014,1197,4,1,43000,1,4,81,5,18.6,7
2018,1197,3,0,63000,1,4,78,5,21.63,7
2019,1197,4,1,63000,1,0,78,5,21.63,7
2015,1197,4,1,33000,1,4,78,5,21.63,7
2019,1197,4,1,33000,1,4,81,5,21.01,7
2015,1498,4,1,73000,1,4,118,5,17.1,19
2016,1248,3,1,78000,1,1,78,5,21.63,7
2015,1496,4,0,66000,1,4,118,5,17.0,21
2018,1498,4,1,80000,1,1,97,5,21.63,19
2018,1197,4,1,41536,2,4,81,5,21.63,7
2014,1498,4,1,38500,1,4,118,5,17.0,19
2014,1198,3,1,80000,1,4,86,5,19.4,7
2015,1498,4,0,80000,2,1,118,5,17.0,19
2014,1248,4,1,75000,1,1,78,5,21.63,7
2017,1197,4,1,51400,1,4,83,5,20.85,19
2017,1498,4,0,58000,2,4,118,5,17.0,21
2015,1197,4,0,42055,2,4,78,5,21.63,7
2019,1197,4,1,33000,1,4,78,5,21.63,7
2016,1197,3,0,33000,1,4,78,5,21.63,7
2015,1197,4,1,76000,1,4,81,5,18.6,7
2014,1496,4,1,80000,1,4,88,5,17.6,19
2014,1197,3,1,63000,1,4,78,5,21.63,7
2014,1197,4,1,63000,2,4,81,5,18.9,7
2019,1199,0,1,40500,1,4,88,5,19.5,19
2016,1198,4,1,43800,1,4,78,5,18.78,7
2017,1462,4,0,80000,1,4,103,5,20.28,19
2014,1498,4,0,80000,2,1,118,5,17.0,21
2018,1248,4,1,61000,2,1,88,5,21.63,21
2014,1199,3,1,80000,2,1,78,5,21.63,7
2014,1498,4,1,80000,1,1,100,5,17.0,16
2018,1197,4,1,74325,1,4,83,5,21.4,7
2017,1248,4,1,80000,1,1,88,5,21.63,21
2014,1198,4,0,56245,3,4,78,5,19.34,7
2014,1248,4,1,80000,1,1,88,5,20.77,16
2014,1197,4,1,80000,2,0,78,5,21.63,7
2014,1498,4,0,80000,2,1,118,5,19.5,19
2015,1197,4,1,61000,1,4,78,5,17.71,7
2014,1373,4,1,62000,1,4,93,5,17.0,16
2014,1373,4,1,61000,1,4,93,5,17.0,16
2015,1462,4,1,80000,1,0,91,5,21.63,16
2014,1498,4,0,80000,1,1,118,5,19.5,19
2018,1197,4,0,51691,1,4,81,5,21.63,19
2015,1197,3,1,78000,1,4,82,5,18.9,7
2017,1197,3,1,60000,1,4,78,5,21.63,7
2014,1498,4,1,80000,1,1,118,5,17.0,21
2019,1493,4,0,58000,1,1,113,5,17.8,21
2015,1197,4,0,53000,1,4,82,5,18.9,7
2014,1498,3,1,80000,1,1,103,5,20.5,19
2017,1373,3,1,58000,2,4,91,5,20.73,19
2019,1197,3,0,42000,1,4,78,5,21.63,7
2014,1197,4,1,76000,1,4,78,5,18.9,7
2017,1498,4,1,33000,1,4,103,5,17.0,19
2015,1498,4,0,64000,2,1,118,5,17.0,7
2014,1198,4,1,79000,2,4,78,5,17.24,7
2014,1461,4,1,80000,1,1,108,5,19.6,21
2016,1197,4,1,33000,1,4,78,5,21.63,7
2014,1197,4,1,35525,1,4,78,5,19.81,7
2019,1197,3,1,33000,1,4,78,5,21.63,7
2015,1498,4,1,77000,2,1,98,5,21.63,19
2018,1498,4,0,72000,1,1,118,5,17.0,21
2015,1396,3,1,75000,1,1,88,5,21.63,7
2017,1197,3,1,37000,1,4,78,5,21.63,7
2016,1498,4,0,72000,1,1,108,5,21.63,19
2014,1197,3,1,74900,2,4,78,5,20.36,7
2017,1373,3,1,68900,1,4,91,5,20.73,19
2014,1248,3,1,68000,2,1,88,5,20.77,16
2016,1496,4,1,78900,1,4,88,5,17.0,7
2014,1198,3,1,68000,2,4,78,5,17.0,7
2014,1197,4,1,39200,1,4,118,5,18.88,21
2017,1199,3,1,68000,1,4,84,5,21.63,7
2014,1498,4,0,62000,1,4,118,5,17.0,19
2019,1497,4,1,35000,1,4,113,5,17.0,21
2017,1461,4,1,58000,1,1,83,5,19.87,21
2016,1498,4,0,72000,2,1,118,5,17.6,21
2016,1248,4,1,54000,1,1,88,5,21.63,21
2019,1199,4,1,33000,1,4,88,5,17.0,21
2018,1199,3,1,35010,1,4,88,5,18.7,7
2014,1197,4,1,33000,1,4,85,5,19.1,19
2016,1197,4,0,33000,1,4,82,5,18.9,7
2014,1498,4,1,80000,1,1,118,5,17.0,21
2014,1198,4,0,50100,2,4,78,5,19.34,7
2017,1498,3,1,80000,1,1,118,5,17.0,16
2019,1197,4,1,33000,1,4,81,5,17.52,21
2016,1197,4,0,33000,2,4,78,5,21.63,7
2017,1199,4,1,33000,2,4,88,5,18.7,7
2019,1197,4,0,33000,1,4,118,5,19.2,19
2019,1498,4,0,33000,2,1,118,5,17.0,16
2019,1498,4,0,33000,1,4,118,5,17.0,19
2014,1498,4,1,55000,1,4,118,5,17.1,19
2014,1197,3,1,70000,1,4,78,5,21.1,7
2014,1497,3,1,66000,1,4,118,5,17.0,19
2014,1197,3,1,71000,2,4,78,5,20.36,7
2014,1197,4,1,36000,1,4,78,5,21.63,7
2018,1498,4,1,80000,1,1,98,5,21.63,21
2019,1197,3,1,50000,1,4,118,5,18.27,21
2019,1248,3,1,80000,1,1,88,5,21.63,21
2014,1461,3,1,80000,1,1,84,5,21.63,19
2014,1396,3,1,70000,1,4,105,5,17.43,19
2017,1498,3,1,80000,1,1,118,5,20.5,21
2017,1197,4,1,80000,2,4,78,5,21.63,7
2017,1493,4,0,80000,1,1,100,5,18.49,21
2014,1498,4,0,68000,2,4,118,5,17.0,19
2015,1498,3,0,80000,1,1,103,5,21.21,19
2014,1498,4,0,34100,1,1,118,5,17.11,19
2019,1498,0,0,36000,1,1,118,5,17.0,21
2014,1396,4,0,79000,2,4,98,5,17.0,7
2018,1248,4,0,75690,1,1,78,5,21.63,7
2019,1197,4,1,37700,1,4,83,5,21.4,7
2019,1199,0,0,33000,1,4,88,5,17.1,7
2019,1197,4,1,44000,1,4,94,5,19.4,19
2014,1497,4,1,72000,1,4,118,5,17.0,19
2014,1498,4,1,52000,1,4,103,5,17.0,19
2014,1498,3,0,80000,2,1,118,5,18.48,19
2014,1461,3,1,33000,1,1,84,5,21.63,19
2015,1498,3,1,80000,1,1,100,5,17.0,16
2014,1197,3,0,61400,2,4,103,5,17.21,7
2014,1498,3,0,66000,3,4,118,5,17.0,19
2019,1498,4,0,80000,1,1,108,5,21.63,19
2014,1197,4,1,65000,1,4,80,5,18.5,7
2014,1498,4,1,80000,1,1,105,5,17.0,19
2014,1197,3,1,73000,1,4,78,5,21.63,7
2018,1396,3,1,45000,1,1,88,5,21.63,7
2019,1197,3,1,80000,1,4,81,5,18.9,7
2015,1498,4,1,80000,1,4,118,5,17.01,19
2016,1197,3,1,33000,1,4,78,5,21.63,7
2014,1197,3,0,74000,2,4,78,5,17.0,7
2015,1498,4,0,80000,2,1,118,5,17.0,21
2018,1199,4,1,40000,1,4,88,5,17.5,21
2018,1198,4,1,77000,1,4,86,5,17.8,19
2016,1461,4,1,77000,1,1,83,5,19.87,21
2019,1197,4,1,33000,1,4,113,5,20.08,21
2017,1248,3,0,80000,1,1,78,5,21.63,19
2014,1198,4,1,57000,1,4,78,5,17.0,7
2014,1497,4,1,55016,1,4,118,5,17.0,19
2015,1199,4,1,63500,1,4,88,5,18.7,7
2014,1498,4,1,80000,1,1,112,5,17.0,16
2014,1498,4,1,72500,1,4,103,5,17.0,19
2014,1498,4,1,52000,1,4,101,5,17.0,19
2018,1497,3,1,37000,1,4,117,5,17.4,19
2014,1498,3,1,62000,2,4,103,5,17.0,19
2017,1498,3,0,80000,2,1,118,5,17.0,21
2019,1497,3,1,33000,1,1,88,5,21.63,7
2017,1498,4,0,65000,2,4,118,5,17.0,21
2018,1197,4,1,80000,1,4,81,5,18.9,7
2017,1498,4,1,33000,2,1,98,5,21.63,21
2014,1495,3,1,80000,2,4,94,5,17.0,19
2019,1498,4,0,33000,1,4,118,5,18.3,19
2016,1498,3,0,80000,1,1,118,5,17.0,19
2017,1498,3,0,42000,2,1,118,5,17.9,21
2019,1498,3,1,80000,1,1,93,5,21.63,16
2014,1498,3,1,80000,2,1,78,5,17.0,21
2018,1497,4,1,45000,2,4,117,5,17.4,19
2017,1498,3,1,80000,1,1,118,5,17.0,21
2017,1498,3,1,80000,1,1,118,5,17.0,21
2019,1498,3,1,77516,2,1,118,5,17.6,21
2015,1498,3,1,60000,1,1,118,5,17.0,21
2015,1498,3,1,80000,1,1,118,5,17.0,21
2017,1197,3,1,33000,1,4,81,5,18.6,7
2014,1197,3,1,80000,1,4,78,5,19.7,7
2014,1197,4,1,69000,2,4,80,5,17.0,7
2019,1498,3,0,62000,1,4,118,5,17.0,19
2018,1197,3,1,54000,2,4,78,5,21.63,7
2015,1498,4,1,47500,2,4,118,5,17.01,19
2016,1197,4,1,33000,1,4,86,5,18.16,19
2019,1462,4,0,33000,1,4,101,5,20.3,16
2014,1498,4,0,58000,1,4,118,5,17.0,19
2017,1498,3,0,65000,1,1,118,5,17.0,21
2019,1197,4,0,33000,1,4,83,5,21.4,7
2019,1497,4,1,44000,1,4,117,5,17.4,19
2016,1373,4,1,36000,1,4,91,5,17.5,16
2014,1498,4,1,58000,1,4,103,5,17.0,19
2014,1368,4,1,73000,2,4,88,5,17.0,19
2014,1197,4,1,52000,1,0,78,5,21.63,7
2015,1497,4,0,68000,1,4,117,5,18.0,19
2016,1498,4,1,53000,1,1,118,5,17.0,21
2016,1197,4,1,46745,1,0,78,5,21.63,7
2014,1197,4,1,78000,2,4,85,5,17.0,7
2017,1199,3,1,46000,2,4,84,5,20.3,19
2017,1197,4,0,50000,1,4,78,5,21.63,7
2017,1498,3,1,80000,1,1,98,5,21.63,21
2018,1199,4,1,68000,2,4,84,5,19.28,19
2018,1199,4,1,42000,1,4,84,5,21.63,7
2014,1197,4,1,35000,1,4,78,5,21.63,7
2018,1199,4,0,80000,1,4,88,5,19.0,7
2017,1498,4,1,80000,1,4,118,5,17.0,21
2017,1497,3,1,40000,1,4,117,5,17.8,19
2015,1498,3,1,80000,2,1,98,5,21.63,16
2019,1198,3,1,33000,1,4,108,5,17.0,21
2018,1498,4,0,78700,1,1,108,5,21.5,19
2017,1197,3,1,67000,1,4,78,5,21.63,7
2014,1197,4,1,46300,2,4,78,5,20.36,7
2017,1197,3,1,67000,1,0,78,5,21.63,7
2014,1198,3,1,77000,1,4,90,5,17.0,7
2014,1497,4,1,73000,1,4,118,5,17.0,19
2019,1496,4,1,33000,1,4,105,5,17.1,19
2019,1197,3,1,63000,1,0,78,5,21.63,7
2019,1199,4,1,38000,1,4,83,5,21.63,7
2014,1197,4,1,73100,1,4,81,5,18.6,7
2017,1199,3,1,41000,1,4,88,5,18.7,7
2014,1197,3,0,80000,1,4,82,5,19.1,19
2014,1495,3,1,75000,2,4,94,5,17.0,19
2019,1462,3,1,35000,1,0,86,5,21.63,16
2014,1198,3,0,39000,2,4,78,5,19.34,7
2015,1197,4,1,45000,1,4,81,5,19.1,19
2014,1495,3,1,68000,1,4,94,5,17.0,19
2018,1498,4,1,74000,1,1,118,5,17.0,21
2017,1461,4,1,80000,1,1,83,5,19.87,21
2015,1197,3,1,33000,1,4,78,5,21.63,7
2015,1199,3,1,75000,2,4,88,5,18.7,7
2014,1498,3,0,80000,2,1,118,5,17.0,19
2018,1498,3,0,70615,1,1,118,5,17.0,21
2016,1197,3,1,69000,2,4,78,5,17.71,7
2016,1197,4,1,65000,1,0,78,5,21.63,7
2016,1197,4,1,72000,1,4,81,5,18.6,7
2016,1199,3,1,80000,1,4,84,5,21.63,7
2014,1498,4,1,71000,1,1,98,5,21.63,19
2016,1197,4,1,68000,1,4,82,5,18.9,7
2014,1197,3,1,74000,1,4,78,5,19.0,7
2016,1198,4,1,70000,1,4,78,5,18.44,7
2018,1197,3,1,40000,1,4,81,5,21.21,19
2015,1198,4,1,53400,2,4,86,5,19.4,7
2014,1197,4,1,65900,1,4,82,5,18.5,7
2014,1498,3,0,77000,1,4,118,5,17.0,19
2019,1451,4,0,72000,1,4,118,5,17.0,21
2014,1197,3,1,49000,1,4,85,5,18.6,7
2019,1498,4,0,71000,1,1,78,5,21.63,19
2014,1197,3,1,65000,1,4,81,5,21.63,7
2014,1498,4,0,57000,2,4,103,5,17.0,19
2016,1497,4,0,58500,2,4,117,5,18.0,19
2016,1498,4,0,80000,2,1,118,5,17.0,19
2014,1198,4,1,62000,1,4,78,5,17.0,7
2014,1197,3,1,60000,1,4,78,5,21.63,7
2014,1368,3,1,80000,1,4,90,5,17.0,19
2016,1498,3,0,80000,1,1,118,5,17.0,21
2017,1197,3,1,33000,1,4,81,5,18.6,7
2014,1497,3,1,73000,1,4,118,5,17.0,19
2019,1490,4,0,33000,1,4,91,5,21.63,21
2018,1498,4,0,53300,1,1,118,5,17.0,21
2019,1197,3,1,36543,1,4,81,5,18.6,7
2019,1197,4,1,33000,1,4,81,5,21.0,7
2014,1498,4,1,58000,2,4,118,5,17.0,19
2014,1498,4,0,80000,2,1,118,5,17.0,21
2014,1498,4,1,80000,2,4,118,5,17.0,21
2014,1498,4,1,58000,1,4,110,5,17.0,21
2015,1199,3,1,51700,1,4,78,5,17.0,7
2017,1498,4,1,63700,1,4,103,5,17.0,19
2014,1197,4,1,55000,1,4,78,5,20.51,7
2017,1373,4,1,65200,1,4,91,5,20.73,19
2014,1498,4,0,80000,1,1,118,5,17.2,19
2014,1498,4,0,80000,3,4,118,5,17.0,19
2014,1498,4,0,80000,2,1,118,5,17.0,21
2014,1498,4,1,80000,2,4,118,5,17.0,21
2014,1198,4,1,58000,1,4,78,5,18.06,7
2014,1197,3,1,71000,1,4,78,5,18.9,7
2019,1498,4,1,33000,1,1,118,5,17.0,21
2017,1497,3,1,69000,2,4,117,5,17.8,19
2014,1399,4,1,54000,1,1,78,5,20.0,7
2014,1248,3,1,45000,1,1,78,5,21.63,19
2014,1498,4,1,57000,1,1,103,5,17.0,7
2016,1197,4,1,33000,1,4,81,5,17.19,7
2014,1197,3,0,64500,1,4,103,5,17.21,7
2014,1197,3,0,59000,1,4,78,5,17.0,7
2014,1498,3,1,79000,1,1,98,5,21.63,19
2019,1199,3,1,33000,1,4,88,5,17.5,21
2014,1197,4,1,76000,2,4,78,5,21.63,7
2014,1197,3,1,80000,1,0,78,5,21.63,7
2019,1493,4,0,33000,1,1,113,5,18.1,21
2019,1498,4,0,33000,1,4,118,5,17.0,21
2015,1497,4,1,56000,2,4,117,5,17.3,16
2015,1197,3,1,79000,2,4,82,5,19.1,19
2015,1198,3,1,69000,1,4,86,5,19.4,7
2014,1498,4,0,80000,1,1,118,5,17.2,19
2014,1498,3,0,71000,2,4,103,5,17.0,19
2014,1498,4,0,56142,1,1,105,5,17.0,19
